=== Annotation Statistics ===

Training Set:
Total categories: 1625
Total annotations: 623359
Warning: Found 4 invalid category IDs: [3105, 3107, 3108, 3109]

Top categories by annotation count:
ID     Name                           Count      Percentage
2014   propeller                      16           0.00%
1477   luggage                        16           0.00%
409    cargo                          16           0.00%
2151   roller coaster                 16           0.00%
2670   swing                          16           0.00%
1330   instrument                     16           0.00%
2071   rakes                          16           0.00%
2859   trestle                        16           0.00%
1720   packet                         16           0.00%
1789   patio                          16           0.00%
2541   star                           16           0.00%
278    branches                       16           0.00%
238    book stand                     16           0.00%
264    bowling pins                   16           0.00%
956    flags                          16           0.00%
598    containers                     16           0.00%
937    fire engine                    16           0.00%
116    bandstand                      16           0.00%
2993   watchtower                     16           0.00%
2991   washing machines               16           0.00%
2996   water chute                    16           0.00%
2831   tracks                         16           0.00%
1717   pack of snuff                  16           0.00%
135    bars                           16           0.00%
1983   pots                           15           0.00%
882    extractor fan                  15           0.00%
2731   telescope                      15           0.00%
1083   gates                          15           0.00%
1584   monitors                       15           0.00%
282    bread roll                     15           0.00%
2106   ribbon                         15           0.00%
1922   plateau                        15           0.00%
379    candy bag                      15           0.00%
2535   stalagmite                     15           0.00%
2196   safety rail                    15           0.00%
545    club                           15           0.00%
2030   quay                           15           0.00%
2805   tool                           15           0.00%
2121   right shoulder                 15           0.00%
2300   service station                15           0.00%
1249   hip tiles                      15           0.00%
456    cells                          15           0.00%
728    detergent dispenser            15           0.00%
1877   pineapple                      15           0.00%
1859   pig                            15           0.00%
2156   roof rack                      15           0.00%
2197   safety side                    15           0.00%
2503   sponge                         14           0.00%
2983   wallet                         14           0.00%
767    doll                           14           0.00%
1404   lantern                        14           0.00%
2674   switch                         14           0.00%
2619   stringer                       14           0.00%
1086   gaze                           14           0.00%
2278   seating                        14           0.00%
2761   ticket counter                 14           0.00%
1938   poles                          14           0.00%
1915   plastic                        14           0.00%
173    beer machine                   14           0.00%
2663   sweatshirts                    14           0.00%
541    clothing                       14           0.00%
931    fire                           14           0.00%
1017   forest                         14           0.00%
1094   girder                         14           0.00%
500    chips                          14           0.00%
498    chip                           14           0.00%
1253   hobby-horse                    14           0.00%
1233   henhouse                       14           0.00%
554    coat rack                      14           0.00%
640    cows                           14           0.00%
2301   set of instruments             14           0.00%
819    dune                           14           0.00%
1824   pepper                         14           0.00%
2724   teeth                          14           0.00%
1725   padlock                        14           0.00%
106    ball storage                   14           0.00%
2808   tools                          14           0.00%
2667   swimming pool ladder           14           0.00%
2672   swings                         14           0.00%
1607   mountain pass                  14           0.00%
133    barricade                      14           0.00%
2260   scrub                          14           0.00%
549    coaster                        13           0.00%
1078   gas station                    13           0.00%
2690   table runner                   13           0.00%
1256   hole                           13           0.00%
932    fire alarm                     13           0.00%
2021   pumpkins                       13           0.00%
1259   hood                           13           0.00%
2482   spade                          13           0.00%
2628   stuffed animal head            13           0.00%
1164   hairdresser chair              13           0.00%
152    bat                            13           0.00%
1100   glove                          13           0.00%
2538   stalls                         13           0.00%
149    baskets                        13           0.00%
273    bracelet                       13           0.00%
2693   tablecloth                     13           0.00%
2471   socks                          13           0.00%
891    factory                        13           0.00%
319    bullring                       13           0.00%
700    dashboard                      13           0.00%
1218   headstones                     13           0.00%
1823   pens                           13           0.00%
2177   rudder                         13           0.00%
1468   log                            13           0.00%
718    dental chair                   13           0.00%
1432   left shoulder                  13           0.00%
1155   gun                            13           0.00%
2853   treadmill                      13           0.00%
1960   post-it                        13           0.00%
1822   penguin                        13           0.00%
1435   lemon                          13           0.00%
1402   landfill                       13           0.00%
1146   ground desert                  13           0.00%
1322   inflatable bounce game         13           0.00%
2957   village                        13           0.00%
2401   ski lift                       13           0.00%
2352   shore                          13           0.00%
3013   water wheel                    13           0.00%
2323   shed                           13           0.00%
2161   rope bridge                    13           0.00%
1501   margarine                      13           0.00%
1795   paving stone                   13           0.00%
1511   material rolls                 13           0.00%
3015   waterfall                      13           0.00%
3491   rubber boat                    13           0.00%
3613   bunch grapes                   13           0.00%
2512   spray                          12           0.00%
1338   iron                           12           0.00%
2546   stationary bicycle             12           0.00%
1473   loudspeaker                    12           0.00%
1030   fringe                         12           0.00%
240    bookend                        12           0.00%
1064   garbage                        12           0.00%
2696   tables                         12           0.00%
960    flask                          12           0.00%
2357   shower curtain                 12           0.00%
377    candles                        12           0.00%
1354   joist                          12           0.00%
1203   hay bale                       12           0.00%
322    buoy                           12           0.00%
2534   stalactites                    12           0.00%
1397   lamp housing                   12           0.00%
2801   tombs                          12           0.00%
190    big top                        12           0.00%
2846   trash bag                      12           0.00%
2686   table cloth                    12           0.00%
1920   plate mat                      12           0.00%
1006   foot rest                      12           0.00%
1550   microscope                     12           0.00%
1642   napkin rack                    12           0.00%
2778   tires                          12           0.00%
572    coffin                         12           0.00%
1310   igloo                          12           0.00%
2798   tomato                         12           0.00%
1870   pillows                        12           0.00%
1940   poncho                         12           0.00%
1324   inflatable glove               12           0.00%
1596   mosque                         12           0.00%
2795   toll booth                     12           0.00%
511    cigar box                      12           0.00%
1716   pack of cigarettes             12           0.00%
2391   sinks                          12           0.00%
2062   railway tie                    12           0.00%
2232   savanna                        12           0.00%
3175   cloudy sky                     12           0.00%
2933   vases                          11           0.00%
459    centerpiece                    11           0.00%
344    buttress                       11           0.00%
735    digital clock                  11           0.00%
2268   seal                           11           0.00%
1778   parking lot                    11           0.00%
1316   index cards                    11           0.00%
1730   paint brushes                  11           0.00%
360    calculator                     11           0.00%
2327   sheet                          11           0.00%
2825   towel radiator                 11           0.00%
2068   rainbow                        11           0.00%
1399   lampshade                      11           0.00%
2173   rubber ring                    11           0.00%
602    control panel                  11           0.00%
862    entry phone                    11           0.00%
1170   ham                            11           0.00%
2753   thermos                        11           0.00%
432    catwalk                        11           0.00%
434    cave                           11           0.00%
2203   salt                           11           0.00%
3074   wood art                       11           0.00%
2338   shipyard                       11           0.00%
1110   golf cart                      11           0.00%
2630   stump                          11           0.00%
699    dartboard                      11           0.00%
810    drums                          11           0.00%
2500   sping                          11           0.00%
1722   pad                            11           0.00%
1302   ice shelf                      11           0.00%
2783   toaster oven                   11           0.00%
1552   milestone                      11           0.00%
2220   sandbox                        11           0.00%
2949   viaduct                        11           0.00%
5      acropolis                      11           0.00%
2776   tire                           11           0.00%
2735   temple                         11           0.00%
2930   vanity                         10           0.00%
635    cover curtain                  10           0.00%
1418   leaf                           10           0.00%
2469   socket                         10           0.00%
2409   skimmer                        10           0.00%
2245   score                          10           0.00%
33     antler                         10           0.00%
685    curtain cover                  10           0.00%
508    christmas tree                 10           0.00%
908    fences                         10           0.00%
293    bricks                         10           0.00%
1873   pinball                        10           0.00%
893    fairground ride                10           0.00%
912    ferris wheel                   10           0.00%
1014   footpath                       10           0.00%
1523   mechanical shovel              10           0.00%
2247   scotch tape                    10           0.00%
1163   hairbrush                      10           0.00%
395    cape                           10           0.00%
2572   stereo                         10           0.00%
1673   oar                            10           0.00%
315    bull                           10           0.00%
3091   wreath                         10           0.00%
671    cubicles                       10           0.00%
2070   rake                           10           0.00%
406    card table                     10           0.00%
1217   headstone cross                10           0.00%
1383   lab bench                      10           0.00%
1066   garland                        10           0.00%
985    flyer                          10           0.00%
3027   weeds                          10           0.00%
2184   runner cloth                   10           0.00%
2914   urn                            10           0.00%
1561   miniature chair                10           0.00%
873    exercise bike                  10           0.00%
397    caps                           10           0.00%
2844   transformer                    10           0.00%
358    cages                          10           0.00%
3033   wheat                          10           0.00%
1390   labyrinth                      10           0.00%
1996   power point                    10           0.00%
2695   tableland                      10           0.00%
2768   tiger                          10           0.00%
1780   parking place                  10           0.00%
2371   shutters                       10           0.00%
268    box office, ticket office, ticket booth 10           0.00%
955    flag pole                      10           0.00%
1675   observatory                    10           0.00%
2176   rubble                         10           0.00%
1942   pond water                     10           0.00%
1421   leather                        10           0.00%
2758   throne                         10           0.00%
3194   white board                    10           0.00%
3584   flower basket                  10           0.00%
143    basin                          9            0.00%
570    coffee pot                     9            0.00%
2511   spout                          9            0.00%
1684   oil lamp                       9            0.00%
684    curtain                        9            0.00%
48     arcade machines                9            0.00%
1246   hillside                       9            0.00%
1597   moss                           9            0.00%
1738   palette                        9            0.00%
3072   wok                            9            0.00%
679    cups                           9            0.00%
121    baptismal font                 9            0.00%
2363   shower tray                    9            0.00%
1138   grill                          9            0.00%
2992   watch                          9            0.00%
863    envelope                       9            0.00%
185    bicycle rack                   9            0.00%
2190   saddle                         9            0.00%
705    deck chairs                    9            0.00%
372    canal                          9            0.00%
2274   seat belt                      9            0.00%
2802   tombstones                     9            0.00%
384    canes                          9            0.00%
2133   roads                          9            0.00%
2322   shawl                          9            0.00%
3009   water surf                     9            0.00%
355    cables                         9            0.00%
751    dispenser                      9            0.00%
592    confessional booth             9            0.00%
2784   toe board                      9            0.00%
3071   witness stand                  9            0.00%
636    covered bridge                 9            0.00%
1834   pet dish                       9            0.00%
941    fire utensils                  9            0.00%
2508   sports bag                     9            0.00%
852    elevator doors                 9            0.00%
2958   vine                           9            0.00%
2599   strainer                       9            0.00%
477    chalk                          9            0.00%
1863   pigeonhole                     9            0.00%
2147   rocky wall                     9            0.00%
654    creamer                        9            0.00%
280    bread box                      9            0.00%
2421   skylight                       9            0.00%
2799   tomatoes                       9            0.00%
2429   sled                           9            0.00%
777    doorbell                       9            0.00%
87     backdrop                       9            0.00%
760    diving board                   9            0.00%
2913   urinal                         9            0.00%
314    bulbs                          9            0.00%
2904   umbrellas                      9            0.00%
1450   light tower                    9            0.00%
167    bed side                       9            0.00%
3233   combine harvester              9            0.00%
947    first floor                    8            0.00%
899    fax machine                    8            0.00%
2472   sofa bed                       8            0.00%
809    drum                           8            0.00%
529    cloak                          8            0.00%
1059   gangway                        8            0.00%
1144   gripper                        8            0.00%
628    counters                       8            0.00%
209    bleachers                      8            0.00%
429    castle                         8            0.00%
904    fence                          8            0.00%
1028   freight goods                  8            0.00%
3090   worktable, work table          8            0.00%
363    camcorder                      8            0.00%
80     baby chair                     8            0.00%
611    cookie                         8            0.00%
999    font                           8            0.00%
2587   stools                         8            0.00%
2359   shower faucet                  8            0.00%
207    blankets                       8            0.00%
2448   small table                    8            0.00%
1309   idol                           8            0.00%
1443   light                          8            0.00%
974    floor recessed light           8            0.00%
901    feeder                         8            0.00%
2413   skirts                         8            0.00%
1665   notes                          8            0.00%
427    cassette                       8            0.00%
606    control table                  8            0.00%
1674   obelisk                        8            0.00%
1814   pencil                         8            0.00%
1588   moon                           8            0.00%
701    decanter                       8            0.00%
2689   table mat                      8            0.00%
1108   golf bag                       8            0.00%
1022   fort                           8            0.00%
2807   toolbox                        8            0.00%
1871   pilon                          8            0.00%
2576   sticks                         8            0.00%
2796   toll gate                      8            0.00%
2073   ranch                          8            0.00%
528    clipboard                      8            0.00%
553    coat of arms                   8            0.00%
3075   wood blocks                    8            0.00%
2583   stone ball                     8            0.00%
364    camel                          8            0.00%
124    bar lift                       8            0.00%
2360   shower room                    8            0.00%
726    desk mat                       8            0.00%
1283   howdah                         8            0.00%
830    dye                            8            0.00%
3019   waterway                       8            0.00%
1114   goose                          8            0.00%
655    creeper                        8            0.00%
2424   skyscrapers                    8            0.00%
2524   stables                        8            0.00%
2891   tundra                         8            0.00%
250    bottle pack                    8            0.00%
3181   puf                            8            0.00%
3213   name                           8            0.00%
3370   sky scraper                    8            0.00%
3438   blueberry                      8            0.00%
3595   japanese lantern               8            0.00%
521    clamp                          7            0.00%
1342   ironing board                  7            0.00%
2373   side jamb                      7            0.00%
1719   packages                       7            0.00%
1410   latch                          7            0.00%
2752   thermometer                    7            0.00%
2977   walkway                        7            0.00%
2018   pulley                         7            0.00%
593    console                        7            0.00%
1126   grassland                      7            0.00%
970    floodlight                     7            0.00%
1985   potters wheel                  7            0.00%
407    cardboard                      7            0.00%
1955   portable fridge                7            0.00%
279    bread basket                   7            0.00%
2997   water cooler                   7            0.00%
2286   security door                  7            0.00%
519    cistern, water tank            7            0.00%
3054   window scarf                   7            0.00%
2927   valve                          7            0.00%
584    comforter                      7            0.00%
1692   orange                         7            0.00%
1894   placard                        7            0.00%
942    fireplace utensils             7            0.00%
3032   well                           7            0.00%
1878   pinecone                       7            0.00%
186    bicycle racks                  7            0.00%
823    dvd box                        7            0.00%
690    cushions                       7            0.00%
262    bowling ball return            7            0.00%
2162   ropes                          7            0.00%
51     arch                           7            0.00%
1514   mausoleum                      7            0.00%
841    egg                            7            0.00%
177    belt                           7            0.00%
1512   materials                      7            0.00%
2059   rails                          7            0.00%
172    bedspring                      7            0.00%
2707   tanks                          7            0.00%
2907   undergrowth                    7            0.00%
1739   palisade                       7            0.00%
2984   walrus                         7            0.00%
801    drift ice                      7            0.00%
1365   kennel                         7            0.00%
2139   rocker                         7            0.00%
1464   lockgate                       7            0.00%
1124   graphic equalizer              7            0.00%
579    columbarium niche              7            0.00%
2455   snowboard                      7            0.00%
305    bud                            7            0.00%
923    file cabinets                  7            0.00%
2459   snowy                          7            0.00%
1574   mobile home                    7            0.00%
2098   remains                        7            0.00%
1312   incense                        7            0.00%
1053   game                           7            0.00%
674    cue rack                       7            0.00%
2425   skywalk                        7            0.00%
2410   skip                           7            0.00%
3193   rocky ground                   7            0.00%
3258   sausage                        7            0.00%
3296   aircraft                       7            0.00%
3511   id                             7            0.00%
2441   slippers                       6            0.00%
197    binoculars                     6            0.00%
1452   lighter                        6            0.00%
1836   petrol pump                    6            0.00%
3029   weight                         6            0.00%
2629   stuffed head                   6            0.00%
162    beams                          6            0.00%
3117   playing field, athletic field, playing area, field 6            0.00%
1718   package                        6            0.00%
2625   strongroom                     6            0.00%
2923   vacuum cleaner                 6            0.00%
3059   wine rack                      6            0.00%
1162   hair spray                     6            0.00%
993    folding chair                  6            0.00%
257    bow                            6            0.00%
2358   shower door                    6            0.00%
799    dressing table                 6            0.00%
217    blusher brush                  6            0.00%
72     auxiliary trolley              6            0.00%
2951   video camera                   6            0.00%
2609   street lights                  6            0.00%
328    buses                          6            0.00%
199    birdcage                       6            0.00%
1026   freezer                        6            0.00%
1471   logs                           6            0.00%
2947   vessel                         6            0.00%
1171   hammer                         6            0.00%
189    bidon                          6            0.00%
216    blouse                         6            0.00%
1813   pen set                        6            0.00%
2325   sheep pen                      6            0.00%
666    cruet                          6            0.00%
211    blind                          6            0.00%
1926   platter                        6            0.00%
1412   lattice                        6            0.00%
1277   house number                   6            0.00%
3045   wig                            6            0.00%
2393   skate                          6            0.00%
1109   golf ball                      6            0.00%
2621   stripe                         6            0.00%
1289   ice cone                       6            0.00%
1727   pagoda                         6            0.00%
1352   jetty                          6            0.00%
1392   ladle                          6            0.00%
1004   foot                           6            0.00%
1067   garlic                         6            0.00%
1570   mixer                          6            0.00%
800    dried herbs                    6            0.00%
1688   onion                          6            0.00%
1095   glacier                        6            0.00%
1458   litter basket                  6            0.00%
3079   woodcarving                    6            0.00%
562    coconut                        6            0.00%
842    eggs                           6            0.00%
435    cave entrance                  6            0.00%
711    decorative glass               6            0.00%
599    contrabass                     6            0.00%
2209   salt shaker                    6            0.00%
520    city                           6            0.00%
2402   ski lift cabin                 6            0.00%
263    bowling pin                    6            0.00%
2659   swamp                          6            0.00%
2241   schoolyard                     6            0.00%
2227   sauce                          6            0.00%
2987   warship                        6            0.00%
307    buffet                         6            0.00%
2382   silo                           6            0.00%
2261   scrubland                      6            0.00%
1459   livestock                      6            0.00%
2518   square                         6            0.00%
2221   sandpit                        6            0.00%
2111   rider                          6            0.00%
2607   street box                     6            0.00%
1290   ice cream                      6            0.00%
1654   newspaper stand                6            0.00%
1050   furrow                         6            0.00%
653    cream tube                     6            0.00%
3319   division                       6            0.00%
3418   baseball field                 6            0.00%
3458   pear                           6            0.00%
3539   separator                      6            0.00%
3542   tupper                         6            0.00%
3627   pickle                         6            0.00%
1434   legs                           5            0.00%
2083   record player                  5            0.00%
522    clamp lamp                     5            0.00%
2720   tassle                         5            0.00%
2772   tilt wand                      5            0.00%
2972   wagon                          5            0.00%
2255   screens                        5            0.00%
2305   sewer                          5            0.00%
1721   packets                        5            0.00%
1774   park                           5            0.00%
1710   overhang                       5            0.00%
989    fog                            5            0.00%
837    earth                          5            0.00%
1257   hole puncher                   5            0.00%
424    casing interior                5            0.00%
1102   gloves                         5            0.00%
2287   security door frame            5            0.00%
2174   rubbish                        5            0.00%
2771   till                           5            0.00%
128    barn                           5            0.00%
148    basketball court               5            0.00%
652    cream                          5            0.00%
785    drain pipe                     5            0.00%
2812   toothpaste                     5            0.00%
2314   shampoo                        5            0.00%
156    batting cage                   5            0.00%
1701   ornaments                      5            0.00%
1649   necklaces                      5            0.00%
613    cool box                       5            0.00%
476    chaise lounge                  5            0.00%
2450   smoke detector                 5            0.00%
3026   webcam                         5            0.00%
1345   jack                           5            0.00%
1073   gas cylinder                   5            0.00%
614    cooler                         5            0.00%
104    ball rack                      5            0.00%
1084   gateway                        5            0.00%
2634   subway                         5            0.00%
2502   spire                          5            0.00%
911    fern                           5            0.00%
2222   sandwich                       5            0.00%
2164   rose window                    5            0.00%
1423   leave                          5            0.00%
2741   terminal                       5            0.00%
2862   tricycle                       5            0.00%
802    drill                          5            0.00%
2767   ties                           5            0.00%
2662   sweatshirt                     5            0.00%
2353   shorts                         5            0.00%
1438   lever                          5            0.00%
1502   marker                         5            0.00%
75     award                          5            0.00%
656    crevasse                       5            0.00%
1300   ice mountain                   5            0.00%
2214   sand dunes                     5            0.00%
2635   sugar                          5            0.00%
1916   plastic cup                    5            0.00%
885    eyebrow                        5            0.00%
2204   salt and pepper                5            0.00%
766    doily                          5            0.00%
2604   strawberry                     5            0.00%
958    flame                          5            0.00%
1358   jug                            5            0.00%
2710   tape                           5            0.00%
2999   water ditch                    5            0.00%
949    fish farm water                5            0.00%
1286   huts                           5            0.00%
1018   forge                          5            0.00%
208    blast furnace                  5            0.00%
676    cues                           5            0.00%
1733   paint pot                      5            0.00%
1890   pit                            5            0.00%
1921   plate rack                     5            0.00%
428    cassettes                      5            0.00%
2289   seedbed                        5            0.00%
1970   posters                        5            0.00%
2986   warehouse                      5            0.00%
1193   hard drive                     5            0.00%
806    driveway                       5            0.00%
1294   ice field                      5            0.00%
1297   ice hockey rink                5            0.00%
126    barbed wire                    5            0.00%
775    door bars                      5            0.00%
1366   kennels                        5            0.00%
2084   recorder                       5            0.00%
1353   jewelry display                5            0.00%
2313   shaker                         5            0.00%
1269   hot air balloon                5            0.00%
1216   headrest                       5            0.00%
388    canoe                          5            0.00%
2223   santa claus                    5            0.00%
2206   salt marsh                     5            0.00%
2623   strips                         5            0.00%
1676   obstacle                       5            0.00%
2097   refuge                         5            0.00%
2029   pyramid                        5            0.00%
2743   terrace cafe                   5            0.00%
1535   mesh guard rail                5            0.00%
331    business cards                 5            0.00%
1638   nail                           5            0.00%
2186   runway strip                   5            0.00%
2552   steam room                     5            0.00%
233    bones                          5            0.00%
2056   railroad track                 5            0.00%
2157   root                           5            0.00%
717    degree certificate             5            0.00%
2545   station                        5            0.00%
2219   sandbar                        5            0.00%
2284   security checkpoint            5            0.00%
1097   glass separation               5            0.00%
2407   ski trail                      5            0.00%
1506   massage bed                    5            0.00%
626    cornice                        5            0.00%
2610   street market                  5            0.00%
2797   toll plaza                     5            0.00%
1907   plant box                      5            0.00%
1258   hollow                         5            0.00%
3005   water mill                     5            0.00%
3084   wooden wedge                   5            0.00%
3163   ceramics                       5            0.00%
3420   pipelines                      5            0.00%
3435   debris                         5            0.00%
3516   electric cable                 5            0.00%
3545   pork                           5            0.00%
3560   fishing rod                    5            0.00%
1828   pergola                        5            0.00%
3575   earthenware jar                5            0.00%
1709   overflot plate                 4            0.00%
144    basket                         4            0.00%
204    blade, vane                    4            0.00%
1044   funfair                        4            0.00%
2564   steering wheel                 4            0.00%
858    engine                         4            0.00%
1678   office                         4            0.00%
99     baggage carts                  4            0.00%
227    boiler                         4            0.00%
2701   tallboy                        4            0.00%
764    dog dish                       4            0.00%
392    canyon                         4            0.00%
2165   rotisserie                     4            0.00%
919    file                           4            0.00%
2766   tie                            4            0.00%
1906   plant                          4            0.00%
3021   waves                          4            0.00%
437    cd                             4            0.00%
1046   funnel                         4            0.00%
951    fish tank                      4            0.00%
2493   spice jar                      4            0.00%
304    buckets                        4            0.00%
816    dumbbell                       4            0.00%
1061   garage                         4            0.00%
1143   grinder                        4            0.00%
1689   onions                         4            0.00%
1036   fruit stand                    4            0.00%
2256   screw                          4            0.00%
2231   sauna                          4            0.00%
232    bone                           4            0.00%
672    cue                            4            0.00%
2405   ski slope                      4            0.00%
2712   taper                          3            0.00%
1361   junk                           3            0.00%
2856   trees                          3            0.00%
2054   railings                       3            0.00%
2717   tarp                           3            0.00%
2903   umbrella stand                 3            0.00%
1172   hammock                        3            0.00%
2376   sidewalk                       3            0.00%
2876   trough                         3            0.00%
2823   towel paper                    3            0.00%
451    ceiling recessed light         3            0.00%
2612   street number                  3            0.00%
2367   shrub                          3            0.00%
311    building materials             3            0.00%
1912   plants                         3            0.00%
1820   pendant lamp                   2            0.00%
972    floor                          2            0.00%
2335   shelves                        2            0.00%
2130   road                           2            0.00%
2336   shield                         2            0.00%
1548   microphone                     2            0.00%
302    bucket                         2            0.00%
2681   sword                          2            0.00%
680    curb                           2            0.00%
864    envelopes                      2            0.00%
3150   books                          2            0.00%
472    chair desk                     2            0.00%
329    bushes                         2            0.00%
2144   rocks                          2            0.00%
1706   outlet                         1            0.00%
981    fluorescent                    1            0.00%
34     antlers                        1            0.00%
2279   seats                          1            0.00%
3132   light switch                   1            0.00%
850    elevator                       1            0.00%
603    control panel, instrument panel, control board, board, panel 1            0.00%
2240   scarfs                         1            0.00%
980    flowers                        1            0.00%
140    baseboard                      1            0.00%
369    can                            1            0.00%
2726   telephone                      1            0.00%
2135   rock                           1            0.00%
9      aerial                         1            0.00%
1888   piping                         1            0.00%
582    columns                        1            0.00%
3153   buildings                      1            0.00%
3303   pant                           1            0.00%
3585   lift                           1            0.00%
2093   reel                           1            0.00%

Validation Set:
Total categories: 1625
Total annotations: 71849
Warning: Found 4 invalid category IDs: [3105, 3107, 3108, 3109]

Top categories by annotation count:
ID     Name                           Count      Percentage
------------------------------------------------------------
3050   window                         8868        12.34%
2978   wall                           3105         4.32%
1831   person, individual, someone, somebody, mortal, soul 2978         4.14%
774    door                           2205         3.07%
2855   tree                           2034         2.83%
312    building, edifice              1992         2.77%
401    car, auto, automobile, machine, motorcar 1423         1.98%
471    chair                          1334         1.86%
1451   light, light source            1241         1.73%
1910   plant, flora, plant life       1149         1.60%
1433   leg                            1060         1.48%
1180   handle                         1046         1.46%
976    floor, flooring                1008         1.40%
1206   head                           949          1.32%
3035   wheel                          909          1.27%
3055   windowpane, window             880          1.22%
2420   sky                            845          1.18%
1735   painting, picture              786          1.09%
1380   knob                           775          1.08%
447    ceiling                        770          1.07%
789    drawer                         757          1.05%
2380   signboard, sign                730          1.02%
2684   table                          703          0.98%
350    cabinet                        695          0.97%
101    balcony                        600          0.84%
1746   pane                           561          0.78%
1395   lamp                           533          0.74%
2131   road, route                    513          0.71%
2138   rock, stone                    513          0.71%
2377   sidewalk, pavement             512          0.71%
266    box                            499          0.69%
54     arm                            490          0.68%
689    cushion                        482          0.67%
236    book                           467          0.65%
83     back                           460          0.64%
249    bottle                         459          0.64%
2272   seat                           423          0.59%
2329   shelf                          423          0.59%
2311   shade                          398          0.55%
2509   spotlight, spot                382          0.53%
580    column                         381          0.53%
1125   grass                          376          0.52%
687    curtain, drape, drapery, mantle, pall 370          0.51%
1448   light source                   348          0.48%
2122   rim                            331          0.46%
1564   mirror                         316          0.44%
2700   taillight                      296          0.41%
2276   seat cushion                   291          0.41%
1610   mountain, mount                276          0.38%
1981   pot, flowerpot                 273          0.38%
1213   headlight                      268          0.37%
1238   highlight                      262          0.36%
978    flower                         260          0.36%
1439   license plate                  258          0.36%
838    earth, ground                  257          0.36%
2155   roof                           252          0.35%
1869   pillow                         243          0.34%
2814   top                            242          0.34%
165    bed                            241          0.34%
1936   pole                           231          0.32%
884    eye                            229          0.32%
1098   glass, drinking glass          222          0.31%
86     back pillow                    221          0.31%
907    fence, fencing                 217          0.30%
2982   wall socket, wall plug, electric outlet, electrical outlet, outlet, electric receptacle 217          0.30%
581    column, pillar                 215          0.30%
2370   shutter                        214          0.30%
1002   food, solid food               212          0.30%
2117   right arm                      205          0.29%
1919   plate                          204          0.28%
2243   sconce                         201          0.28%
1428   left arm                       200          0.28%
42     apron                          196          0.27%
2053   railing, rail                  194          0.27%
1431   left leg                       194          0.27%
95     bag                            186          0.26%
2932   vase                           183          0.25%
3057   windshield                     182          0.25%
2120   right leg                      182          0.25%
136    base                           179          0.25%
57     armchair                       177          0.25%
2178   rug, carpet, carpeting         166          0.23%
181    bench                          166          0.23%
2833   trade name, brand name, brand, marque 154          0.21%
982    fluorescent, fluorescent fixture 149          0.21%
2836   traffic light, traffic signal, stoplight 147          0.20%
2005   price tag                      141          0.20%
2388   sink                           140          0.19%
2473   sofa, couch, lounge            139          0.19%
495    chimney                        138          0.19%
1625   muntin                         138          0.19%
1445   light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb 138          0.19%
29     animal, animate being, beast, brute, creature, fauna 137          0.19%
259    bowl                           135          0.19%
212    blind, screen                  135          0.19%
2341   shoe                           133          0.19%
146    basket, handbasket             132          0.18%
1974   pot                            129          0.18%
1615   mouth                          126          0.18%
1212   headboard                      126          0.18%
2821   towel                          122          0.17%
2346   shop window                    122          0.17%
64     ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin 120          0.17%
2530   stairs, steps                  119          0.17%
895    faucet                         119          0.17%
2052   railing                        119          0.17%
77     awning, sunshade, sunblind     114          0.16%
223    boat                           111          0.15%
1744   palm, palm tree                110          0.15%
2273   seat base                      110          0.15%
3087   work surface                   110          0.15%
1329   inside arm                     109          0.15%
1276   house                          109          0.15%
730    dial                           107          0.15%
954    flag                           106          0.15%
203    blade                          106          0.15%
1756   paper                          105          0.15%
530    clock                          105          0.15%
2051   rail                           105          0.15%
2676   switch, electric switch, electrical switch 103          0.14%
724    desk                           99           0.14%
2679   swivel chair                   97           0.14%
2250   screen                         97           0.14%
1349   jar                            95           0.13%
103    ball                           94           0.13%
783    double door                    92           0.13%
2578   stile                          90           0.13%
378    candlestick, candle holder     90           0.13%
2850   tray                           88           0.12%
2119   right hand                     84           0.12%
120    bannister, banister, balustrade, balusters, handrail 83           0.12%
2411   skirt                          83           0.12%
1346   jacket                         82           0.11%
1033   fruit                          82           0.11%
1930   plaything, toy                 81           0.11%
1969   poster, posting, placard, notice, bill, card 80           0.11%
571    coffee table, cocktail table   79           0.11%
2531   stairway, staircase            78           0.11%
2586   stool                          77           0.11%
2994   water                          77           0.11%
371    can, tin, tin can              77           0.11%
2339   shirt                          77           0.11%
2928   van                            75           0.10%
913    field                          74           0.10%
1788   path                           73           0.10%
1540   metal shutter                  73           0.10%
1430   left hand                      72           0.10%
2820   torso                          72           0.10%
480    chandelier, pendant, pendent   72           0.10%
2264   sea                            71           0.10%
137    base, pedestal, stand          71           0.10%
1957   post                           70           0.10%
1024   frame                          70           0.10%
1563   minibike, motorbike            69           0.10%
118    banner, streamer               69           0.10%
776    door frame                     66           0.09%
1707   outside arm                    66           0.09%
2617   stretcher                      64           0.09%
2423   skyscraper                     63           0.09%
161    beam                           61           0.08%
2372   side                           60           0.08%
187    bicycle, bike, wheel, cycle    60           0.08%
1012   footboard                      59           0.08%
2884   trunk                          59           0.08%
2733   television receiver, television, television set, tv, tv set, idiot box, boob tube, telly, goggle box 57           0.08%
2598   stove, kitchen stove, range, kitchen range, cooking stove 57           0.08%
1247   hinge                          57           0.08%
1810   pen                            56           0.08%
